,,,,"Summed S/N, Column Normalized, Scaled to 100 per Protein",,,,,,,,,,,"Summed S/N, Column Normalized",,,,,,,,,,,
O15020,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",18,9.5565,10.3789,9.61225,11.9045,11.0751,5.73915,11.3579,7.05936,6.57895,8.11399,8.62336,4188.99,4549.5,4213.43,5218.2,4854.66,2515.7,4978.61,3094.4,2883.81,3556.68,3779.96,
Q13464,ROCK1,Rho-associated protein kinase 1,18,9.89521,9.34995,7.81975,9.08392,8.66684,8.93963,10.9139,9.32184,8.01335,8.31301,9.68256,2976.79,2812.75,2352.42,2732.72,2607.25,2689.32,3283.25,2804.3,2410.66,2500.81,2912.81,
Q9NZM3,ITSN2,Intersectin-2,18,8.45951,13.671,7.64657,10.2833,12.263,8.90678,8.3774,6.26091,7.83572,7.21932,9.07658,1962.27,3171.13,1773.7,2385.31,2844.52,2066.02,1943.23,1452.29,1817.58,1674.6,2105.41,
Q16787,LAMA3,Laminin subunit alpha-3,18,13.99,9.04744,5.93764,12.2781,17.2542,7.12482,13.8221,4.4311,4.48664,4.07569,7.55228,3082.94,1993.76,1308.46,2705.7,3802.27,1570.08,3045.93,976.469,988.71,898.149,1664.28,
P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,18,4.67159,11.4963,9.12565,12.0292,12.4789,7.13871,9.97984,9.45663,7.99904,8.17219,7.452,1738.5,4278.25,3396.05,4476.59,4643.92,2656.62,3713.93,3519.22,2976.79,3041.22,2773.21,
P50991,CCT4,T-complex protein 1 subunit delta,18,8.74393,6.14014,10.276,8.43454,7.20473,7.27346,9.33549,11.7717,9.73789,10.8823,10.1998,2820.38,1980.52,3314.56,2720.59,2323.9,2346.07,3011.19,3796.98,3140.98,3510.13,3289.98,
Q14112,NID2,Nidogen-2,18,16.0187,1.90898,5.86492,7.71567,5.7148,4.17611,22.7616,9.42612,7.69954,7.46162,11.2519,5922.03,705.74,2168.23,2852.44,2112.73,1543.88,8414.84,3484.78,2846.48,2758.52,4159.76,
Q96AE4,FUBP1,Far upstream element-binding protein 1,18,9.33,8.52661,6.9043,7.89882,8.5482,9.93249,8.8665,11.0998,9.9159,9.1602,9.81721,2982.51,2725.69,2207.09,2525.01,2732.59,3175.11,2834.34,3548.25,3169.8,2928.23,3138.26,
Q9BXJ9,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",18,7.95679,11.0821,8.07678,9.08393,9.92972,9.78472,8.02499,8.60564,9.25937,8.51307,9.68292,2705.52,3768.2,2746.32,3088.78,3376.37,3327.07,2728.72,2926.15,3148.44,2894.68,3292.46,
Q5VT25-6,CDC42BPA,Isoform 6 of Serine/threonine-protein kinase MRCK alpha,18,8.80214,10.5793,7.42006,11.0763,10.9639,10.4726,9.26045,7.16929,7.22991,6.87539,10.1506,1977.68,2376.98,1667.15,2488.65,2463.39,2353,2080.65,1610.81,1624.43,1544.77,2280.66,
Q8NF50,DOCK8,Dedicator of cytokinesis protein 8,18,9.30167,8.14469,6.76575,10.1781,7.97906,9.04154,7.60623,7.98235,10.7146,13.7219,8.56414,2022.24,1770.71,1470.92,2212.77,1734.7,1965.68,1653.64,1735.41,2329.43,2983.22,1861.9,
Q96A65,EXOC4,Exocyst complex component 4,18,10.1401,8.96813,7.99643,9.35801,9.43788,8.34164,10.5433,8.96998,8.38426,8.01154,9.8487,3498.52,3094.16,2758.91,3228.68,3256.24,2878.01,3637.63,3094.8,2892.72,2764.12,3397.98,
P30876,POLR2B,DNA-directed RNA polymerase II subunit RPB2,18,7.75121,11.2016,9.32479,10.2927,12.3555,8.01912,7.74841,8.73136,9.01062,7.67997,7.88476,2823.91,4080.95,3397.19,3749.81,4501.33,2921.51,2822.89,3181,3282.74,2797.95,2872.56,
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,18,9.03065,11.2576,7.44045,8.75352,9.64917,9.10864,9.02497,8.75046,9.80759,7.64428,9.53271,3497.9,4360.47,2881.96,3390.56,3737.48,3528.11,3495.71,3389.38,3798.84,2960.91,3692.37,
P49915,GMPS,GMP synthase [glutamine-hydrolyzing],18,8.72397,7.24661,8.72913,8.27133,8.47326,6.92903,10.2747,10.9712,9.70404,10.0347,10.6421,3746.55,3112.09,3748.76,3552.16,3638.88,2975.7,4412.5,4711.65,4167.44,4309.43,4570.28,
P18669,PGAM1,Phosphoglycerate mutase 1,18,8.75222,6.59894,9.02065,9.31057,7.16092,7.56426,10.7132,10.4573,9.24093,11.4354,9.74557,3546.61,2674.05,3655.38,3772.87,2901.77,3065.22,4341.24,4237.56,3744.64,4633.91,3949.14,
P28331-2,NDUFS1,"Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",18,7.33223,9.35955,7.14654,4.08427,6.20973,13.5598,7.60346,13.2838,10.0021,12.5001,8.9185,3295.89,4207.18,3212.42,1835.91,2791.32,6095.23,3417.81,5971.15,4496.01,5618.87,4008.93,
Q5JWF2,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,18,10.4521,6.83814,8.86556,9.96778,8.87252,6.09343,13.181,9.90003,7.95025,8.2585,9.62075,2918.35,1909.3,2475.38,2783.13,2477.32,1701.37,3680.3,2764.22,2219.81,2305.88,2686.24,
P04899,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,18,9.15194,9.27816,8.76376,11.4287,10.8151,8.05764,8.61128,7.20762,9.16199,7.8216,9.70225,2286.49,2318.03,2189.51,2855.3,2702,2013.1,2151.42,1800.73,2289,1954.12,2423.98,
Q96B97,SH3KBP1,SH3 domain-containing kinase-binding protein 1,18,8.23516,12.5246,6.03599,10.1003,10.1287,10.2655,8.31622,5.60551,10.9902,8.11173,9.68615,2317.87,3525.18,1698.89,2842.85,2850.83,2889.33,2340.69,1577.73,3093.3,2283.13,2726.27,
P43121,MCAM,Cell surface glycoprotein MUC18,18,9.58094,5.43148,7.47694,21.9864,9.86038,5.25467,14.0848,8.03477,4.47895,4.57985,9.23085,3927.95,2226.77,3065.36,9013.85,4042.51,2154.28,5774.42,3294.05,1836.26,1877.63,3784.42,
P05362,ICAM1,Intercellular adhesion molecule 1,18,10.5402,17.101,3.75258,11.5139,11.4937,5.73502,9.15222,5.39503,7.95568,5.46641,11.8944,3117.8,5058.47,1110.02,3405.81,3399.83,1696.42,2707.23,1595.85,2353.29,1616.97,3518.37,
Q9NTJ5,SACM1L,Phosphatidylinositol-3-phosphatase SAC1,18,10.4364,11.4792,7.54433,12.225,11.4853,5.45514,10.3002,6.7658,7.69225,7.77377,8.84257,4723.4,5195.35,3414.48,5532.93,5198.14,2468.94,4661.75,3062.13,3481.43,3518.33,4002.05,
A0MZ66-3,SHTN1,Isoform 3 of Shootin-1,18,8.58048,16.7536,6.82464,10.9889,11.5139,7.20266,7.93584,6.91865,7.71365,6.42817,9.13959,2977.83,5814.26,2368.47,3813.65,3995.85,2499.66,2754.11,2401.09,2676.99,2230.87,3171.86,
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,18,10.3038,11.4315,7.8552,9.51047,11.0079,9.257,8.4657,6.06516,8.75287,6.9583,10.3922,4620.62,5126.31,3522.58,4264.87,4936.35,4151.2,3796.35,2719.85,3925.13,3120.37,4660.28,
Q14966,ZNF638,Zinc finger protein 638,18,7.68818,10.6403,8.64311,7.69305,10.2136,9.76045,8.52558,10.752,9.31609,8.54507,8.22254,2413.5,3340.24,2713.27,2415.03,3206.28,3064.03,2676.38,3375.3,2924.53,2682.49,2581.24,
Q13976-2,PRKG1,Isoform Beta of cGMP-dependent protein kinase 1,18,13.9923,5.64924,6.38439,7.0457,6.68897,7.73832,15.8914,9.2382,7.53383,7.11505,12.7226,3467.02,1399.78,1581.93,1745.79,1657.4,1917.41,3937.6,2289.05,1866.74,1762.98,3152.42,
P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,18,9.58148,10.7244,8.12166,10.2409,9.59441,9.98721,8.28875,8.26787,8.30369,8.22803,8.66156,4474.06,5007.76,3792.4,4781.98,4480.09,4663.51,3870.42,3860.67,3877.39,3842.07,4044.5,
P21266,GSTM3,Glutathione S-transferase Mu 3,18,6.58536,9.90116,14.0273,7.53094,13.5832,5.42258,7.3513,5.49118,8.66617,6.2715,15.1694,1231.14,1851.03,2622.41,1407.91,2539.38,1013.75,1374.33,1026.58,1620.14,1172.46,2835.92,
P57737-3,CORO7,Isoform 3 of Coronin-7,18,8.79938,7.66137,8.3872,9.70269,8.86945,8.43617,7.99093,9.6191,10.5972,10.3601,9.57646,2204.99,1919.83,2101.71,2431.35,2222.55,2113.98,2002.41,2410.4,2655.5,2596.08,2399.72,
A0AVT1,UBA6,Ubiquitin-like modifier-activating enzyme 6,18,8.6293,7.42483,8.44111,8.97704,8.61029,7.49904,10.1854,9.2079,10.8165,10.1591,10.0495,1716,1476.48,1678.58,1785.15,1712.22,1491.24,2025.45,1831.06,2150.95,2020.2,1998.41,
Q13838-2,DDX39B,Isoform 2 of Spliceosome RNA helicase DDX39B,18,8.34418,10.2765,8.1816,9.06773,10.397,9.47421,8.38657,10.0797,8.61967,9.0318,8.14108,3807.15,4688.8,3732.97,4137.28,4743.75,4322.74,3826.49,4599,3932.84,4120.89,3714.48,
O95171,SCEL,Sciellin,18,6.66689,26.5643,3.28761,15.2928,18.5902,4.83409,7.72523,3.14354,3.88982,2.31702,7.68848,3085.85,12295.6,1521.71,7078.48,8604.71,2237.52,3575.72,1455.03,1800.45,1072.46,3558.71,
O94874,UFL1,E3 UFM1-protein ligase 1,18,9.19777,7.50237,7.39839,6.9722,7.56897,6.30108,12.4776,11.992,10.204,10.2549,10.1307,3239.29,2642.2,2605.58,2455.48,2665.65,2219.12,4394.39,4223.38,3593.66,3611.59,3567.85,
Q86UE4,MTDH,Protein LYRIC,18,7.817,12.4624,5.63067,8.88096,9.44747,12.5789,8.49571,8.00145,9.1689,8.37721,9.1393,3623,5776.03,2609.68,4116.11,4378.68,5830.04,3937.56,3708.48,4249.57,3882.64,4235.85,
P00918,CA2,Carbonic anhydrase 2,18,10.3369,4.51367,23.3731,9.38221,6.56773,3.90739,4.66688,4.87178,7.79115,21.5383,3.05087,3940.55,1720.66,8910.1,3576.61,2503.7,1489.54,1779.07,1857.18,2970.08,8210.66,1163.03,
P07954,FH,"Fumarate hydratase, mitochondrial",17,12.2137,8.07224,8.3733,8.9214,10.2477,6.05045,9.87058,8.97658,8.54572,9.59067,9.13761,8166.11,5397.11,5598.4,5964.86,6851.65,4045.34,6599.48,6001.75,5713.67,6412.33,6109.41,
P50502,ST13,Hsc70-interacting protein,17,8.78699,9.27858,12.2389,9.32591,9.24103,8.57066,8.3355,8.35536,9.0068,8.45459,8.40565,3480.22,3674.92,4847.42,3693.67,3660.05,3394.54,3301.4,3309.27,3567.28,3348.57,3329.19,
Q03252,LMNB2,Lamin-B2,17,8.8144,12.0689,8.28589,9.78816,10.7201,10.3721,8.48021,8.34798,7.17755,8.06675,7.87799,2766.76,3788.31,2600.87,3072.42,3364.95,3255.71,2661.87,2620.36,2252.97,2532.08,2472.83,
P56192,MARS1,"Methionine--tRNA ligase, cytoplasmic",17,9.31196,8.66378,7.80056,6.83687,9.48625,8.87529,8.30233,10.8941,9.83528,9.34982,10.6438,3639.05,3385.74,3048.4,2671.8,3707.16,3468.4,3244.49,4257.32,3843.56,3653.84,4159.53,
P17661,DES,Desmin,17,11.8746,4.22245,6.84342,4.26541,4.21175,20.8093,12.7403,10.644,6.77093,9.04607,8.57184,4520.9,1607.57,2605.43,1623.93,1603.5,7922.55,4850.48,4052.38,2577.83,3444.03,3263.48,
Q9UHN6,CEMIP2,Cell surface hyaluronidase,17,7.67815,13.2893,5.83741,9.47641,22.1894,5.78836,6.72671,4.52593,8.25319,4.56578,11.6693,1291.89,2235.99,982.174,1594.45,3733.48,973.921,1131.8,761.51,1388.64,768.216,1963.42,
Q9Y4I1-3,MYO5A,Isoform 3 of Unconventional myosin-Va,17,8.63704,10.7244,9.20679,9.77353,10.6581,8.83573,8.48492,9.05681,7.52218,8.48776,8.61276,3674.67,4562.74,3917.08,4158.2,4534.54,3759.21,3609.95,3853.27,3200.35,3611.16,3664.34,
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,17,8.40372,10.6939,8.49697,8.85564,9.64903,10.0424,7.71765,8.33921,9.52785,8.80436,9.46929,2631.66,3348.82,2660.86,2773.18,3021.63,3144.83,2416.81,2611.46,2983.69,2757.12,2965.35,
P53041,PPP5C,Serine/threonine-protein phosphatase 5,17,9.64987,9.20497,8.79898,8.9684,8.85796,8.72763,9.45968,10.4094,8.71289,8.47517,8.73505,2731.84,2605.89,2490.96,2538.92,2507.65,2470.76,2678,2946.86,2466.58,2399.29,2472.86,
Q13162,PRDX4,Peroxiredoxin-4,17,10.7154,8.15711,7.17624,7.10017,8.02199,15.1146,6.37472,8.63501,9.31539,10.233,9.15633,4392.39,3343.7,2941.63,2910.45,3288.32,6195.65,2613.08,3539.6,3818.49,4194.65,3753.3,
P30740,SERPINB1,Leukocyte elastase inhibitor,17,7.48151,5.98461,12.0974,8.2809,6.12953,11.7933,9.16813,11.8795,13.2612,7.44339,6.48046,2580.58,2064.26,4172.73,2856.31,2114.25,4067.85,3162.35,4097.58,4574.17,2567.43,2235.29,
Q16181,SEPTIN7,Septin-7,17,9.62401,9.36995,8.23333,10.3552,10.244,8.38825,10.3983,6.42823,8.90506,7.40853,10.6451,2407.48,2343.92,2059.6,2590.38,2562.57,2098.35,2601.17,1608.04,2227.63,1853.27,2662.92,
P17655,CAPN2,Calpain-2 catalytic subunit,17,8.92554,11.5042,8.9494,8.64052,12.5653,6.94584,11.1459,10.0093,7.30338,5.88643,8.12417,3419.33,4407.2,3428.47,3310.14,4813.72,2660.92,4269.92,3834.51,2797.89,2255.06,3112.33,
Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,17,9.39467,10.452,8.40676,8.55692,9.70331,9.02276,9.109,9.46468,9.07655,8.24018,8.57312,3051.56,3395.01,2730.67,2779.44,3151.81,2930.75,2958.77,3074.3,2948.23,2676.56,2784.7,
Q9BW04,SARG,Specifically androgen-regulated gene protein,17,7.04582,21.358,5.51005,10.5058,14.8479,8.90582,6.7255,7.35038,6.55229,4.28845,6.90992,1557.84,4722.28,1218.28,2322.85,3282.9,1969.09,1487.02,1625.18,1448.72,948.182,1527.79,
Q92626,PXDN,Peroxidasin homolog,17,7.78305,9.86332,4.92524,20.6264,12.5451,5.05217,11.066,4.8505,5.76776,5.60047,11.9199,1237.79,1568.63,783.292,3280.35,1995.13,803.478,1759.9,771.406,917.283,890.679,1895.7,
O60610,DIAPH1,Protein diaphanous homolog 1,17,9.85303,11.722,7.25105,10.0572,8.96732,7.94929,9.53235,8.25766,9.18982,8.45666,8.76362,4481.85,5332.01,3298.29,4574.71,4078.97,3615.9,4335.99,3756.17,4180.18,3846.68,3986.31,
P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial",17,10.2834,7.74535,9.03906,9.01147,8.54984,7.30596,10.1902,10.7327,8.78901,9.30511,9.04788,3294.68,2481.52,2896.01,2887.17,2739.27,2340.75,3264.82,3438.65,2815.9,2981.25,2898.84,
Q13620,CUL4B,Cullin-4B,17,10.0784,8.63777,7.55703,8.00976,8.55368,9.12317,8.93138,9.31349,9.60827,9.31946,10.8676,3224.68,2763.74,2417.94,2562.8,2736.83,2919.04,2857.68,2979.94,3074.26,2981.85,3477.19,
P05388,RPLP0,60S acidic ribosomal protein P0,17,8.45036,7.3613,8.53835,8.05329,9.278,7.64993,9.32779,10.5144,10.0705,9.39263,11.3635,5001.79,4357.17,5053.87,4766.76,5491.66,4528.01,5521.14,6223.48,5960.74,5559.52,6726.07,
Q6UWY5,OLFML1,Olfactomedin-like protein 1,17,16.729,13.2551,9.14124,12.0493,9.85244,3.85794,18.0485,3.77778,4.74245,3.5967,4.9496,3591.21,2845.48,1962.35,2586.62,2115.02,828.184,3874.47,810.975,1018.06,772.104,1062.53,
Q13618,CUL3,Cullin-3,17,9.571,8.35845,9.28658,8.91344,9.73946,7.89159,9.85712,8.92077,9.11549,9.45482,8.89127,2840.76,2480.86,2756.34,2645.59,2890.76,2342.3,2925.68,2647.77,2705.56,2806.28,2639.01,
Q9NVI7-2,ATAD3A,Isoform 2 of ATPase family AAA domain-containing protein 3A,17,7.31294,9.94534,7.934,9.03055,9.10518,10.1958,9.44633,10.1946,8.51688,9.55421,8.7642,2391.08,3251.79,2594.15,2952.69,2977.08,3333.69,3088.63,3333.28,2784.73,3123.9,2865.6,
Q9NY15,STAB1,Stabilin-1,17,6.40608,5.63018,16.4289,8.33908,6.5138,12.1621,6.30038,9.92153,8.5465,11.6476,8.10383,1003.06,881.567,2572.42,1305.72,1019.92,1904.33,986.507,1553.5,1338.2,1823.77,1268.89,
Q9UL46,PSME2,Proteasome activator complex subunit 2,17,7.27397,7.9429,8.5496,8.22441,10.3262,7.77167,10.1838,8.15643,13.9288,8.33351,9.30869,2387.01,2606.53,2805.62,2698.91,3388.63,2550.34,3341.91,2676.6,4570.85,2734.71,3054.72,
P29350-4,PTPN6,Isoform 4 of Tyrosine-protein phosphatase non-receptor type 6,17,9.23583,13.9444,5.71266,11.7843,9.70591,8.8513,7.11734,5.24227,9.658,9.21898,9.52907,2901.67,4380.98,1794.78,3702.32,3049.36,2780.86,2236.09,1646.99,3034.3,2896.38,2993.8,
P46977,STT3A,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,17,7.8621,13.3514,7.98081,8.34394,9.72148,12.6598,6.35688,7.2975,9.37975,8.03987,9.00642,4270.33,7251.88,4334.81,4532.04,5280.26,6876.23,3452.77,3963.67,5094.65,4366.89,4891.88,
P07996,THBS1,Thrombospondin-1,17,6.62548,10.3236,10.6645,10.6535,6.04732,6.89984,4.54398,10.5342,8.16528,12.4171,13.1253,1167.69,1819.45,1879.52,1877.59,1065.79,1216.04,800.838,1856.56,1439.06,2188.42,2313.22,
Q16698,DECR1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",17,11.7359,5.97639,8.04308,8.8419,8.6136,6.12788,12.8715,9.94299,9.16715,8.8737,9.80593,4743.63,2415.65,3251.01,3573.88,3481.61,2476.88,5202.65,4018.94,3705.35,3586.74,3963.55,
P50995,ANXA11,Annexin A11,17,8.54454,10.3652,8.07724,10.0318,9.81111,12.7519,7.34348,9.72852,7.24901,8.21616,7.8811,2976.99,3611.31,2814.18,3495.15,3418.27,4442.86,2558.53,3389.5,2525.61,2862.58,2745.84,
Q5S007,LRRK2,Leucine-rich repeat serine/threonine-protein kinase 2,17,10.4818,9.44306,5.90243,7.21233,15.7473,4.45854,10.9622,5.18147,13.3069,6.22191,11.082,2178.28,1962.41,1226.61,1498.83,3272.52,926.55,2278.1,1076.78,2765.37,1293,2302.99,
Q15417,CNN3,Calponin-3,17,8.51628,7.24768,8.66756,10.3449,12.0122,6.34527,10.2831,7.9349,9.91761,6.33374,12.3968,2189.16,1863.06,2228.05,2659.21,3087.8,1631.09,2643.34,2039.71,2549.38,1628.13,3186.67,
O14818,PSMA7,Proteasome subunit alpha type-7,17,8.8111,9.93302,8.2972,9.52206,9.55997,9.79758,7.68497,8.70506,9.25963,10.0399,8.38952,3556.94,4009.85,3349.49,3843.95,3859.26,3955.18,3102.34,3514.14,3738.01,4053,3386.76,
P06727,APOA4,Apolipoprotein A-IV,17,5.75057,9.86711,7.59752,6.43544,3.08528,8.6455,4.29678,4.99355,17.2996,27.3665,4.66222,3717.15,6378.06,4911.01,4159.84,1994.32,5588.42,2777.42,3227.81,11182.4,17689.6,3013.64,
P36957,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",17,13.8556,7.64253,9.13553,8.44833,9.40491,5.42859,12.8766,8.33559,7.78125,6.0207,11.0704,4593.3,2533.6,3028.55,2800.73,3117.85,1799.65,4268.77,2763.36,2579.59,1995.94,3669.98,
P62195,PSMC5,26S proteasome regulatory subunit 8,17,9.42129,5.92982,10.3295,9.70269,9.41785,5.45441,9.3824,9.44697,10.1685,9.97976,10.7668,3731.95,2348.92,4091.72,3843.42,3730.59,2160.6,3716.55,3742.13,4027.95,3953.17,4264.92,
Q9BZQ8,NIBAN1,Protein Niban 1,17,11.7836,6.74172,8.91046,9.47568,7.05357,8.5792,11.9942,11.0092,8.26509,7.34781,8.83955,4472.33,2558.74,3381.86,3596.39,2677.1,3256.14,4552.25,4178.41,3136.92,2788.78,3354.95,
Q0VF96,CGNL1,Cingulin-like protein 1,17,9.80528,16.9602,6.96925,12.2864,11.864,5.04574,11.0253,6.02676,6.51201,6.04273,7.46234,2182.62,3775.27,1551.33,2734.9,2640.88,1123.16,2454.2,1341.53,1449.55,1345.09,1661.09,
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,17,2.54596,16.2817,14.0948,14.0937,16.5385,7.21579,4.12029,3.85636,7.0444,7.18328,7.02519,879.956,5627.44,4871.58,4871.19,5716.17,2493.99,1424.09,1332.87,2434.75,2482.75,2428.11,
Q9HC38,GLOD4,Glyoxalase domain-containing protein 4,17,9.50556,6.46582,10.3008,7.98807,8.38168,5.19046,11.3066,10.7693,10.2022,10.2879,9.60159,3678.81,2502.38,3986.59,3091.51,3243.85,2008.79,4375.84,4167.9,3948.4,3981.59,3715.97,
Q5VZ89-7,DENND4C,Isoform 2 of DENN domain-containing protein 4C,17,9.39721,11.5824,7.27452,11.4669,10.3281,8.09013,9.4305,7.8124,8.25651,7.434,8.92727,2486.12,3064.25,1924.55,3033.69,2732.4,2140.32,2494.93,2066.85,2184.34,1966.74,2361.8,
O60749,SNX2,Sorting nexin-2,17,9.48238,8.64243,9.51885,9.7003,10.2394,6.58006,9.49707,8.1179,10.1055,7.9746,10.1415,1762.55,1606.43,1769.33,1803.06,1903.26,1223.08,1765.28,1508.93,1878.37,1482.29,1885.07,
P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,17,7.57252,9.63787,7.75108,6.90527,7.55496,11.3935,9.14751,10.7446,9.41491,10.2202,9.65764,3123.55,3975.47,3197.2,2848.32,3116.31,4699.63,3773.21,4431.99,3883.51,4215.67,3983.63,
P20020-1,ATP2B1,Isoform D of Plasma membrane calcium-transporting ATPase 1,17,10.5758,8.27328,8.13021,9.93304,8.95283,9.66503,10.9645,9.10736,7.31232,7.99891,9.08671,3222.3,2520.76,2477.17,3026.47,2727.81,2944.81,3340.75,2774.89,2227.97,2437.16,2768.6,
P46777,RPL5,60S ribosomal protein L5,17,8.30345,11.0648,7.77021,8.24801,9.19344,11.9737,7.91233,8.94236,8.37602,8.74403,9.47165,5541.03,7383.73,5185.19,5504.04,6134.94,7990.26,5280.04,5967.39,5589.46,5835.04,6320.6,
P54727,RAD23B,UV excision repair protein RAD23 homolog B,17,9.3726,10.2467,7.97372,8.69101,9.88829,9.31345,9.33217,8.40294,8.63594,8.77418,9.36899,3337.12,3648.36,2839.05,3094.44,3520.73,3316.06,3322.73,2991.87,3074.83,3124.05,3335.84,
Q5T5P2,KIAA1217,Sickle tail protein homolog,17,4.67931,12.9035,6.59963,11.651,13.9009,10.5516,6.70321,10.1345,7.42935,8.43346,7.01351,1503.44,4145.85,2120.44,3743.42,4466.33,3390.19,2153.72,3256.18,2387.02,2709.64,2253.42,
Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,17,8.59377,10.6998,9.0396,6.84863,10.1075,8.652,8.03575,8.90864,10.7039,8.07976,10.3307,3451.65,4297.52,3630.72,2750.72,4059.63,3475.04,3227.52,3578.12,4299.18,3245.2,4149.27,
P16435,POR,NADPH--cytochrome P450 reductase,17,9.64549,15.8126,6.48003,10.738,10.9159,5.42924,9.76472,7.13898,8.22537,6.79103,9.05859,2340.94,3837.68,1572.69,2606.1,2649.27,1317.66,2369.88,1732.62,1996.28,1648.17,2198.5,
P04217,A1BG,Alpha-1B-glycoprotein,17,13.4367,1.75879,9.80711,9.5585,2.24634,5.80147,8.70281,7.40385,20.1668,14.5384,6.57918,4519.8,591.616,3298.89,3215.27,755.619,1951.49,2927.43,2490.49,6783.67,4890.4,2213.09,
Q5JRX3-2,PITRM1,"Isoform 2 of Presequence protease, mitochondrial",17,9.54276,10.6379,9.51895,7.88062,11.1613,6.74468,9.82476,7.77392,9.03163,8.39369,9.48972,3475.92,3874.83,3467.25,2870.49,4065.48,2456.73,3578.64,2831.62,3289.74,3057.37,3456.6,
Q14152,EIF3A,Eukaryotic translation initiation factor 3 subunit A,17,7.3224,12.1709,7.36947,9.57685,10.6138,10.822,7.81937,9.17963,8.33745,7.90916,8.87897,3176.67,5280.1,3197.09,4154.71,4604.56,4694.9,3392.27,3982.39,3617.02,3431.22,3851.95,
P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,17,8.69184,6.82554,9.7777,10.4894,9.18943,4.6913,9.7978,7.78263,10.3283,9.79738,12.6287,1073.49,842.988,1207.6,1295.5,1134.94,579.399,1210.08,961.194,1275.6,1210.03,1559.71,
P35573,AGL,Glycogen debranching enzyme,17,9.81065,6.8828,9.22406,8.02669,8.47046,6.32414,11.0669,10.5815,10.1919,10.2889,9.13206,3009.68,2111.48,2829.73,2462.4,2598.54,1940.1,3395.06,3246.15,3126.63,3156.4,2801.51,
Q8N1F7,NUP93,Nuclear pore complex protein Nup93,17,8.17136,10.7858,7.7076,8.24062,8.97649,10.8933,8.42143,9.46467,9.07151,9.49016,8.77703,2491.06,3288.09,2349.69,2512.18,2736.51,3320.86,2567.3,2885.33,2765.48,2893.1,2675.7,
Q8N1I0,DOCK4,Dedicator of cytokinesis protein 4,17,9.8905,9.69946,6.82246,15.2504,12.5545,5.42908,13.6589,5.45987,6.33504,6.35309,8.5467,3043.83,2985.04,2099.63,4693.37,3863.68,1670.82,4203.59,1680.29,1949.63,1955.18,2630.27,
P09871,C1S,Complement C1s subcomponent,17,8.1893,4.09611,21.6091,10.6428,6.12149,8.16809,4.98707,5.12348,14.2027,11.4633,5.39658,2520.2,1260.55,6650.06,3275.23,1883.84,2513.67,1534.73,1576.71,4370.76,3527.75,1660.76,
P16144,ITGB4,Integrin beta-4,17,10.326,4.73268,10.1515,5.06216,6.47978,11.3672,13.3718,13.3392,5.5177,13.4331,6.21886,1896.06,869.018,1864.02,929.517,1189.82,2087.25,2455.34,2449.35,1013.16,2466.6,1141.91,
O00203,AP3B1,AP-3 complex subunit beta-1,17,11.5329,8.07302,7.86819,8.31293,8.24233,8.7939,8.81966,9.96358,9.56895,8.85064,9.97386,5077.32,3554.1,3463.93,3659.72,3628.64,3871.47,3882.81,4386.42,4212.68,3896.45,4390.94,
O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,17,10.3237,6.42421,7.58474,9.14137,7.65904,6.38407,9.86457,9.91886,10.7452,10.7032,11.251,3952.66,2459.66,2903.99,3499.99,2932.44,2444.29,3776.88,3797.67,4114.06,4097.98,4307.72,
Q6PKG0,LARP1,La-related protein 1,17,7.70576,12.4394,6.27962,9.83059,9.54608,13.648,6.84568,8.50095,8.04135,8.463,8.69954,3205.22,5174.2,2612.02,4089.05,3970.71,5676.91,2847.47,3535.98,3344.81,3520.2,3618.59,
P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",17,11.8952,8.33838,10.1103,9.57074,9.76788,4.13878,12.0842,8.85849,8.77445,6.70045,9.76116,4165.34,2919.85,3540.34,3351.39,3420.42,1449.28,4231.52,3101.98,3072.55,2346.3,3418.07,
